 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, rowcost
C locrian (0), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 124+0:0:0:0:7
F major (1b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 159+0:0:0:0:7
G major (1#), 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 7+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:2:0:3, 6+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 6+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 235+0:0:2:0:10
D minor (1b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:2, 7+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:2:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 6+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 7+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:0, 6+0:1:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:1:0:0:0, 3+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 5+0:1:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 0+0:0:0:0:0, 204+0:19:0:0:38
E minor (1#), 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:2:0:0:2, 4+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 6+0:3:0:0:3, 6+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 3+0:2:0:0:2, 4+0:0:0:0:0, 4+0:2:0:0:2, 7+0:4:0:0:4, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:2:0:0:2, 2+0:2:0:0:2, 2+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 7+0:4:0:0:4, 6+0:3:0:0:3, 5+0:3:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 3+0:2:0:0:2, 5+0:0:0:0:0, 7+0:6:2:0:6, 6+0:3:0:0:3, 4+0:3:0:0:3, 6+0:2:0:0:2, 3+0:1:0:0:1, 6+0:3:0:0:3, 4+0:2:0:0:2, 7+0:0:0:0:0, 6+0:2:0:0:2, 5+0:2:0:0:2, 4+0:3:0:0:3, 5+0:2:0:0:2, 4+0:2:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:2, 6+0:3:0:0:3, 4+0:2:0:0:2, 4+0:1:0:0:1, 7+0:3:0:0:3, 4+0:2:0:0:2, 4+0:3:0:0:3, 7+0:3:0:0:3, 4+0:1:0:0:1, 3+0:1:0:0:1, 284+0:119:2:0:119
D minor mel (1b), 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:2, 8+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:2:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 7+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:1:0:0:0, 8+0:0:0:0:2, 6+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 6+0:2:0:0:1, 6+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 6+0:1:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 6+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 237+0:21:0:0:40
E minor mel (1#), 4+0:1:0:0:1, 5+0:1:0:0:1, 4+0:2:0:0:2, 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:3:0:0:3, 6+0:3:0:0:3, 6+0:2:0:0:2, 5+0:2:0:0:2, 5+0:1:0:0:1, 4+0:2:0:0:2, 4+0:0:0:0:0, 5+0:2:0:0:2, 8+0:4:0:0:4, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:3:0:0:3, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:2:0:0:2, 3+0:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:2, 8+0:4:0:0:4, 7+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:0:0:0:0, 8+0:6:2:0:6, 7+0:3:0:0:3, 5+0:3:0:0:3, 7+0:2:0:0:2, 4+0:1:0:0:1, 5+0:3:0:0:3, 5+0:2:0:0:2, 8+0:0:0:0:0, 7+0:2:0:0:2, 6+0:2:0:0:2, 5+0:3:0:0:3, 6+0:2:0:0:2, 4+0:2:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:2:0:0:2, 6+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 8+0:3:0:0:3, 5+0:2:0:0:2, 5+0:3:0:0:3, 8+0:3:0:0:3, 5+0:1:0:0:1, 3+0:1:0:0:1, 329+0:118:2:0:118
F major blues (1b), 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 9+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 8+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 253+0:7:0:0:7
G major blues (1#), 3+0:1:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:1, 8+0:3:0:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:1, 7+0:3:0:0:1, 4+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:1:0:0:0, 8+0:5:2:0:4, 7+0:2:0:0:0, 5+0:2:0:0:1, 6+0:1:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:1, 4+0:1:0:0:0, 8+0:1:0:0:0, 7+0:2:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 5+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 6+0:1:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 5+0:1:0:0:0, 6+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 7+0:1:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 305+0:90:2:0:18
D minor blues (1b), 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 9+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 8+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 253+0:7:0:0:7
E minor blues (1#), 3+0:1:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:1, 8+0:3:0:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:1, 7+0:3:0:0:1, 4+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:1:0:0:0, 8+0:5:2:0:4, 7+0:2:0:0:0, 5+0:2:0:0:1, 6+0:1:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:1, 4+0:1:0:0:0, 8+0:1:0:0:0, 7+0:2:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 5+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 6+0:1:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 5+0:1:0:0:0, 6+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 7+0:1:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 305+0:90:2:0:18
F dorian (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 192+0:0:0:0:10
G dorian (1#), 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:0, 4+0:2:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:1, 7+0:4:0:0:1, 7+0:4:0:0:1, 4+0:3:0:0:0, 4+0:3:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:1, 7+0:4:0:0:1, 7+0:4:0:0:1, 4+0:3:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 8+0:6:2:0:4, 7+0:4:0:0:0, 5+0:3:0:0:1, 6+0:2:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:2:0:0:0, 7+0:0:0:0:2, 6+0:2:0:0:0, 5+0:2:0:0:0, 5+0:3:0:0:1, 5+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 5+0:2:0:0:0, 4+0:3:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 7+0:3:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:1, 7+0:3:0:0:0, 4+0:1:0:0:1, 2+0:1:0:0:0, 280+0:138:2:0:20
F phrygian (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 124+0:0:0:0:7
G phrygian (1#), 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 192+0:0:0:0:10
