 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C locrian (0), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 26+0:0:0:0:0
F major (1b), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 39+0:0:0:0:0
G major (1#), 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 79+0:0:0:0:0
D minor (1b), 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 61+0:0:0:0:17
E minor (1#), 5+0:3:0:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 3+0:1:0:0:1, 5+0:3:0:0:3, 3+0:1:0:0:1, 5+0:3:0:0:3, 3+0:2:0:0:2, 2+0:2:0:0:2, 4+0:3:0:0:3, 4+0:4:0:0:4, 2+0:2:0:0:2,  , 2+0:2:0:0:2, 4+0:2:0:0:2, 3+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 3+0:1:0:0:1, 5+0:3:0:0:3, 3+0:1:0:0:1, 5+0:3:0:0:3, 3+0:2:0:0:2, 95+0:57:0:0:57
D minor mel (1b), 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1,  , 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 83+0:0:0:0:17
E minor mel (1#), 6+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 4+0:1:0:0:1, 6+0:3:0:0:3, 4+0:1:0:0:1, 6+0:3:0:0:3, 4+0:2:0:0:2, 2+0:2:0:0:2, 4+0:3:0:0:3, 5+0:4:0:0:4, 3+0:2:0:0:2,  , 3+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:2, 6+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 4+0:1:0:0:1, 6+0:3:0:0:3, 4+0:1:0:0:1, 6+0:3:0:0:3, 4+0:2:0:0:2, 117+0:57:0:0:57
F major blues (1b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 68+0:0:0:0:0
G major blues (1#), 5+0:2:0:0:0, 6+0:2:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:0,  , 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:0, 6+0:2:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 4+0:1:0:0:0, 101+0:35:0:0:2
D minor blues (1b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 68+0:0:0:0:0
E minor blues (1#), 5+0:2:0:0:0, 6+0:2:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:0,  , 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:0, 6+0:2:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:0, 4+0:1:0:0:0, 101+0:35:0:0:2
F dorian (1b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 61+0:0:0:0:0
G dorian (1#), 5+0:3:0:0:0, 6+0:3:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:1, 5+0:4:0:0:1, 3+0:2:0:0:0,  , 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:0, 6+0:3:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 101+0:57:0:0:2
F phrygian (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 26+0:0:0:0:0
G phrygian (1#), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 61+0:0:0:0:0
F lydian (1b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 61+0:0:0:0:0
G lydian (1#), 5+0:3:0:0:0, 6+0:3:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:1, 5+0:4:0:0:1, 3+0:2:0:0:0,  , 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:0, 6+0:3:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 101+0:57:0:0:2
F mixolydian (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 26+0:0:0:0:0
G mixolydian (1#), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 61+0:0:0:0:0
F aeolian (1b), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 39+0:0:0:0:0
G aeolian (1#), 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 79+0:0:0:0:0
F locrian (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 13+0:0:0:0:0
G locrian (1#), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 39+0:0:0:0:0
Bb major (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 26+0:0:0:0:0
D major (2#), 5+0:3:0:0:0, 6+0:3:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:1, 5+0:4:0:0:1, 3+0:2:0:0:0,  , 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:0, 6+0:3:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 101+0:57:0:0:2
G minor (2b), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 44+0:0:0:0:2
B minor (2#), 5+0:3:0:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 3+0:1:0:0:2, 5+0:3:0:0:4, 3+0:1:0:0:2, 5+0:3:0:0:4, 4+0:2:0:0:2, 2+0:2:0:0:2, 4+0:3:0:0:4, 5+0:4:0:0:4, 3+0:2:0:0:2,  , 4+0:2:0:0:2, 5+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 3+0:1:0:0:2, 5+0:3:0:0:4, 3+0:1:0:0:2, 5+0:3:0:0:4, 4+0:2:0:0:2, 103+0:57:0:0:75
G minor mel (2b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 57+0:0:0:0:2
B minor mel (2#), 5+0:3:0:0:4, 7+0:3:0:0:4, 5+0:3:0:0:4, 4+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 6+0:3:0:0:4, 5+0:2:0:0:2, 3+0:2:0:0:2, 5+0:3:0:0:4, 6+0:4:0:0:4, 4+0:2:0:0:2,  , 5+0:2:0:0:2, 5+0:2:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 7+0:3:0:0:4, 5+0:3:0:0:4, 4+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 6+0:3:0:0:4, 5+0:2:0:0:2, 119+0:57:0:0:75
Bb major blues (2b), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 62+0:0:0:0:0
D major blues (2#), 5+0:3:0:0:1, 7+0:3:0:0:1, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 6+0:3:0:0:1, 5+0:2:0:0:0, 3+0:2:0:0:0, 5+0:3:0:0:2, 6+0:4:0:0:2, 4+0:2:0:0:1,  , 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 5+0:2:0:0:1, 5+0:3:0:0:1, 7+0:3:0:0:1, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 6+0:3:0:0:1, 5+0:2:0:0:0, 117+0:57:0:0:17
