 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, rowcost
E aeolian (4#), 1+0:0:0:0:0, 6+2:4:1:1:3, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 8+2:6:1:2:4, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:3:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 103+5:17:3:3:16
Ab locrian (4b), 2+0:0:0:0:1, 6+2:1:0:1:3, 8+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 7+1:2:1:0:4, 7+0:1:0:0:3, 8+0:2:0:0:5, 6+0:1:0:0:3, 5+0:1:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 7+0:4:0:0:6, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:1:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:3, 8+2:1:0:2:4, 8+0:1:0:0:4, 6+0:1:0:0:3, 4+0:1:0:0:3, 8+0:1:0:0:4, 6+0:2:0:0:4, 2+0:0:0:0:1, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:4, 6+0:1:0:0:3, 180+5:34:1:3:102
E locrian (4#), 0+0:0:0:0:0, 4+2:4:1:1:2, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+1:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 6+2:6:1:2:3, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 62+5:17:3:3:18
Db major (5b), 2+0:0:0:0:0, 7+2:1:1:1:3, 7+0:1:0:0:3, 6+0:1:0:0:3, 5+0:1:0:0:3, 6+1:2:1:0:3, 6+0:1:0:0:3, 7+0:2:0:0:4, 5+0:1:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 7+0:4:0:0:6, 6+0:1:0:0:3, 4+0:1:0:0:3, 6+0:2:0:0:4, 6+0:1:0:0:3, 4+0:0:0:0:1, 5+0:2:0:0:2, 9+2:1:1:2:4, 7+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:3, 7+0:1:0:0:3, 5+0:2:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:1:0:0:2, 6+0:2:0:0:4, 5+0:1:0:0:2, 167+5:34:3:3:84
B major (5#), 2+0:0:0:0:0, 6+2:4:1:1:3, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 7+1:0:1:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 8+2:6:1:2:4, 6+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:3:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:0, 121+5:17:3:3:15
Bb minor (5b), 1+0:0:0:0:0, 8+2:1:1:1:3, 6+0:1:0:0:1, 6+0:1:0:0:2, 4+0:1:0:0:2, 5+1:2:1:0:2, 5+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:4:0:0:5, 5+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 5+0:1:0:0:2, 3+0:0:0:0:0, 5+0:2:0:0:2, 10+2:1:1:2:4, 6+0:1:0:0:1, 6+0:1:0:0:2, 4+0:1:0:0:2, 6+0:1:0:0:2, 4+0:2:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:1, 150+5:34:3:3:59
G# minor (5#), 2+0:1:0:0:1, 7+2:4:1:1:5, 7+0:1:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:2, 7+1:0:1:0:4, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:4, 4+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:3, 9+2:6:1:2:6, 7+0:1:0:0:4, 4+0:0:0:0:3, 2+0:0:0:0:2, 6+0:1:0:0:5, 5+0:0:0:0:2, 3+0:1:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 9+0:3:0:0:6, 4+0:0:0:0:2, 5+0:0:0:0:3, 139+5:18:3:3:90
Bb minor mel (5b), 1+0:1:0:0:1, 7+2:1:1:1:3, 5+0:1:0:0:1, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+1:2:1:0:2, 4+0:1:0:0:2, 6+0:2:0:0:3, 3+0:1:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:4:0:0:5, 5+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:2, 9+2:1:1:2:4, 5+0:1:0:0:1, 5+0:1:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:2, 4+0:2:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:2, 5+0:2:0:0:3, 3+0:1:0:0:1, 130+5:35:3:3:60
G# minor mel (5#), 2+0:1:0:0:1, 7+2:4:1:1:5, 8+0:1:0:0:4, 4+0:1:1:0:3, 4+0:0:0:0:2, 8+1:0:1:0:4, 6+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:4, 5+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 9+2:6:1:2:6, 8+0:1:0:0:4, 4+0:1:1:0:3, 3+0:0:0:0:2, 7+0:1:0:0:5, 6+0:0:0:0:2, 3+0:1:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 9+0:3:0:0:6, 5+0:0:0:0:2, 6+0:0:0:0:3, 160+5:20:5:3:90
Db major blues (5b), 3+0:0:0:0:1, 7+2:1:1:1:3, 8+0:1:0:0:5, 6+0:1:0:0:3, 6+0:1:0:0:5, 8+1:2:1:0:5, 7+0:1:0:0:5, 8+0:2:0:0:6, 6+0:1:0:0:4, 5+0:1:0:0:4, 6+0:0:0:0:3, 6+0:0:0:0:4, 7+0:4:0:0:7, 6+0:1:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:6, 6+0:1:0:0:5, 5+0:0:0:0:3, 6+0:2:0:0:4, 9+2:1:1:2:4, 8+0:1:0:0:5, 6+0:1:0:0:3, 5+0:1:0:0:4, 9+0:1:0:0:5, 6+0:2:0:0:5, 3+0:0:0:0:2, 5+0:1:0:0:4, 5+0:0:0:0:3, 6+0:1:0:0:4, 6+0:2:0:0:5, 6+0:1:0:0:4, 191+5:34:3:3:129
B major blues (5#), 2+0:0:0:0:0, 6+2:4:1:1:3, 7+0:1:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 8+1:0:1:0:2, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 8+2:6:1:2:4, 7+0:1:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 8+0:1:0:0:2, 5+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 147+5:17:3:3:25
Bb minor blues (5b), 3+0:0:0:0:1, 7+2:1:1:1:3, 8+0:1:0:0:5, 6+0:1:0:0:3, 6+0:1:0:0:5, 8+1:2:1:0:5, 7+0:1:0:0:5, 8+0:2:0:0:6, 6+0:1:0:0:4, 5+0:1:0:0:4, 6+0:0:0:0:3, 6+0:0:0:0:4, 7+0:4:0:0:7, 6+0:1:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:6, 6+0:1:0:0:5, 5+0:0:0:0:3, 6+0:2:0:0:4, 9+2:1:1:2:4, 8+0:1:0:0:5, 6+0:1:0:0:3, 5+0:1:0:0:4, 9+0:1:0:0:5, 6+0:2:0:0:5, 3+0:0:0:0:2, 5+0:1:0:0:4, 5+0:0:0:0:3, 6+0:1:0:0:4, 6+0:2:0:0:5, 6+0:1:0:0:4, 191+5:34:3:3:129
G# minor blues (5#), 2+0:0:0:0:0, 6+2:4:1:1:3, 7+0:1:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 8+1:0:1:0:2, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 8+2:6:1:2:4, 7+0:1:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 8+0:1:0:0:2, 5+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 147+5:17:3:3:25
Db dorian (5b), 2+0:1:0:0:1, 6+2:1:1:1:3, 6+0:1:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 5+1:2:1:0:2, 5+0:1:0:0:2, 7+0:2:0:0:3, 4+0:1:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:4:0:0:5, 6+0:1:0:0:2, 4+0:1:0:0:2, 6+0:2:0:0:3, 5+0:1:0:0:2, 3+0:0:0:0:0, 4+0:2:0:0:2, 8+2:1:1:2:4, 6+0:1:0:0:1, 5+0:1:0:0:2, 4+0:1:0:0:2, 6+0:1:0:0:2, 5+0:2:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:1, 147+5:35:3:3:60
B dorian (5#), 2+0:0:0:0:0, 6+2:4:1:1:3, 7+0:1:0:0:1, 3+0:1:1:0:1, 4+0:0:0:0:1, 8+1:0:1:0:2, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 8+2:6:1:2:4, 7+0:1:0:0:1, 3+0:1:1:0:1, 3+0:0:0:0:1, 7+0:1:0:0:2, 5+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 142+5:19:5:3:25
Db phrygian (5b), 2+0:0:0:0:1, 6+2:1:0:1:3, 8+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 7+1:2:1:0:4, 7+0:1:0:0:3, 8+0:2:0:0:5, 6+0:1:0:0:3, 5+0:1:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 7+0:4:0:0:6, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:1:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:3, 8+2:1:0:2:4, 8+0:1:0:0:4, 6+0:1:0:0:3, 4+0:1:0:0:3, 8+0:1:0:0:4, 6+0:2:0:0:4, 2+0:0:0:0:1, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:4, 6+0:1:0:0:3, 180+5:34:1:3:102
B phrygian (5#), 1+0:0:0:0:0, 6+2:4:1:1:3, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 8+2:6:1:2:4, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:3:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 103+5:17:3:3:16
Db lydian (5b), 2+0:1:0:0:1, 6+2:1:1:1:3, 6+0:1:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 5+1:2:1:0:2, 5+0:1:0:0:2, 7+0:2:0:0:3, 4+0:1:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:4:0:0:5, 6+0:1:0:0:2, 4+0:1:0:0:2, 6+0:2:0:0:3, 5+0:1:0:0:2, 3+0:0:0:0:0, 4+0:2:0:0:2, 8+2:1:1:2:4, 6+0:1:0:0:1, 5+0:1:0:0:2, 4+0:1:0:0:2, 6+0:1:0:0:2, 5+0:2:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:1, 147+5:35:3:3:60
B lydian (5#), 2+0:0:0:0:0, 6+2:4:1:1:3, 7+0:1:0:0:1, 3+0:1:1:0:1, 4+0:0:0:0:1, 8+1:0:1:0:2, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 8+2:6:1:2:4, 7+0:1:0:0:1, 3+0:1:1:0:1, 3+0:0:0:0:1, 7+0:1:0:0:2, 5+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 142+5:19:5:3:25
Db mixolydian (5b), 2+0:0:0:0:1, 6+2:1:0:1:3, 8+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 7+1:2:1:0:4, 7+0:1:0:0:3, 8+0:2:0:0:5, 6+0:1:0:0:3, 5+0:1:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 7+0:4:0:0:6, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:1:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:3, 8+2:1:0:2:4, 8+0:1:0:0:4, 6+0:1:0:0:3, 4+0:1:0:0:3, 8+0:1:0:0:4, 6+0:2:0:0:4, 2+0:0:0:0:1, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:4, 6+0:1:0:0:3, 180+5:34:1:3:102
B mixolydian (5#), 1+0:0:0:0:0, 6+2:4:1:1:3, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 8+2:6:1:2:4, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:3:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 103+5:17:3:3:16
Db aeolian (5b), 2+0:0:0:0:0, 7+2:1:1:1:3, 7+0:1:0:0:3, 6+0:1:0:0:3, 5+0:1:0:0:3, 6+1:2:1:0:3, 6+0:1:0:0:3, 7+0:2:0:0:4, 5+0:1:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 7+0:4:0:0:6, 6+0:1:0:0:3, 4+0:1:0:0:3, 6+0:2:0:0:4, 6+0:1:0:0:3, 4+0:0:0:0:1, 5+0:2:0:0:2, 9+2:1:1:2:4, 7+0:1:0:0:3, 6+0:1:0:0:3, 4+0:1:0:0:3, 7+0:1:0:0:3, 5+0:2:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:1:0:0:2, 6+0:2:0:0:4, 5+0:1:0:0:2, 167+5:34:3:3:84
B aeolian (5#), 2+0:0:0:0:0, 6+2:4:1:1:3, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 7+1:0:1:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 8+2:6:1:2:4, 6+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:3:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:0, 121+5:17:3:3:15
Db locrian (5b), 2+0:0:0:0:1, 6+2:1:0:1:3, 8+0:1:0:0:5, 6+0:1:0:0:3, 6+0:1:0:0:5, 8+1:2:1:0:5, 7+0:1:0:0:4, 8+0:2:0:0:6, 6+0:1:0:0:4, 5+0:1:0:0:4, 6+0:0:0:0:3, 6+0:0:0:0:4, 7+0:4:0:0:7, 6+0:1:0:0:4, 5+0:1:0:0:4, 5+0:2:0:0:5, 6+0:1:0:0:5, 5+0:0:0:0:3, 6+0:2:0:0:4, 8+2:1:0:2:4, 8+0:1:0:0:5, 6+0:1:0:0:3, 5+0:1:0:0:4, 9+0:1:0:0:5, 6+0:2:0:0:5, 3+0:0:0:0:2, 5+0:1:0:0:4, 5+0:0:0:0:3, 6+0:1:0:0:3, 6+0:2:0:0:5, 6+0:1:0:0:4, 187+5:34:1:3:126
B locrian (5#), 1+0:0:0:0:0, 5+2:4:1:1:3, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+2:6:1:2:4, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:2, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:3:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 77+5:17:3:3:14
Gb major (6b), 2+0:0:0:0:1, 6+2:1:0:1:3, 8+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:4, 7+1:2:1:0:4, 7+0:1:0:0:3, 8+0:2:0:0:5, 6+0:1:0:0:3, 5+0:1:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 7+0:4:0:0:6, 6+0:1:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:1:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:3, 8+2:1:0:2:4, 8+0:1:0:0:4, 6+0:1:0:0:3, 4+0:1:0:0:3, 8+0:1:0:0:4, 6+0:2:0:0:4, 2+0:0:0:0:1, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:4, 6+0:1:0:0:3, 180+5:34:1:3:102
F# major (6#), 2+0:0:0:0:0, 6+2:4:1:1:3, 7+0:1:0:0:1, 3+0:1:1:0:1, 4+0:0:0:0:1, 8+1:0:1:0:2, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 8+2:6:1:2:4, 7+0:1:0:0:1, 3+0:1:1:0:1, 3+0:0:0:0:1, 7+0:1:0:0:2, 5+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 142+5:19:5:3:25
Eb minor (6b), 2+0:0:0:0:0, 5+2:1:0:1:3, 7+0:1:0:0:3, 5+0:1:0:0:3, 4+0:1:0:0:3, 6+1:2:1:0:3, 6+0:1:0:0:2, 7+0:2:0:0:4, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 6+0:4:0:0:6, 5+0:1:0:0:3, 3+0:1:0:0:3, 4+0:2:0:0:3, 5+0:1:0:0:3, 4+0:0:0:0:1, 5+0:2:0:0:2, 7+2:1:0:2:4, 7+0:1:0:0:3, 5+0:1:0:0:3, 3+0:1:0:0:3, 8+0:1:0:0:3, 5+0:2:0:0:3, 1+0:0:0:0:1, 4+0:1:0:0:3, 5+0:0:0:0:2, 7+0:1:0:0:1, 5+0:2:0:0:4, 5+0:1:0:0:2, 154+5:34:1:3:81
D# minor (6#), 2+0:0:0:0:2, 6+2:4:1:1:5, 7+0:1:0:0:5, 3+0:1:1:0:3, 4+0:0:0:0:3, 8+1:0:1:0:5, 5+0:0:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:3, 5+0:0:0:0:5, 5+0:0:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:4, 8+2:6:1:2:6, 7+0:1:0:0:5, 3+0:1:1:0:3, 3+0:0:0:0:2, 7+0:1:0:0:6, 5+0:0:0:0:3, 3+0:1:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 8+0:3:0:0:7, 4+0:0:0:0:2, 5+0:0:0:0:4, 146+5:19:5:3:111
Eb minor mel (6b), 2+0:0:0:0:0, 6+2:1:1:1:3, 6+0:1:0:0:3, 5+0:1:0:0:3, 4+0:1:0:0:3, 5+1:2:1:0:3, 5+0:1:0:0:3, 6+0:2:0:0:4, 4+0:1:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:4:0:0:6, 5+0:1:0:0:3, 3+0:1:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:3, 3+0:0:0:0:1, 4+0:2:0:0:2, 8+2:1:1:2:4, 6+0:1:0:0:3, 5+0:1:0:0:3, 3+0:1:0:0:3, 7+0:1:0:0:3, 4+0:2:0:0:3, 1+0:0:0:0:1, 3+0:1:0:0:3, 4+0:0:0:0:2, 6+0:1:0:0:2, 5+0:2:0:0:4, 4+0:1:0:0:2, 141+5:34:3:3:84
D# minor mel (6#), 2+0:0:0:0:2, 7+2:4:1:1:5, 7+0:1:0:0:5, 4+0:1:1:0:3, 5+0:0:0:0:3, 7+1:0:0:0:5, 6+0:0:0:0:4, 6+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 6+0:0:0:0:5, 6+0:0:0:0:4, 4+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:4, 9+2:6:1:2:6, 7+0:1:0:0:5, 4+0:1:1:0:3, 4+0:0:0:0:2, 8+0:1:0:0:6, 5+0:0:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 8+0:3:0:0:7, 5+0:0:0:0:2, 5+0:0:0:0:4, 166+5:19:4:3:110
Gb major blues (6b), 2+0:0:0:0:2, 7+2:1:1:1:4, 8+0:1:0:0:6, 6+0:1:0:0:5, 6+0:1:0:0:5, 8+1:2:1:0:6, 7+0:1:0:0:6, 8+0:2:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:5, 6+0:0:0:0:4, 6+0:0:0:0:5, 7+0:4:0:0:7, 6+0:1:0:0:5, 5+0:1:0:0:4, 6+0:2:0:0:6, 6+0:1:0:0:6, 5+0:0:0:0:4, 6+0:2:0:0:5, 9+2:1:1:2:5, 8+0:1:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:4, 9+0:1:0:0:6, 6+0:2:0:0:5, 3+0:0:0:0:2, 5+0:1:0:0:4, 5+0:0:0:0:4, 7+0:1:0:0:5, 6+0:2:0:0:6, 6+0:1:0:0:5, 191+5:34:3:3:153
